attacked value ,,,,,,,healthy value,,,attacked value 
85.33068, 5/7/2015 11:57:55 AM,,,,,,76.19841,,,85.33068
85.33068, 5/7/2015 11:57:56 AM,,,,,,76.19841,,,85.33068
85.33068, 5/7/2015 11:57:57 AM,,,,,,76.13432,,,85.33068
85.33068, 5/7/2015 11:57:58 AM,,,,,,76.13432,,,85.33068
85.33068, 5/7/2015 11:57:59 AM,,,,,,76.13432,,,85.33068
85.33068, 5/7/2015 11:58:00 AM,,,,,,76.13432,,,85.33068
85.33068, 5/7/2015 11:58:01 AM,,,,,,76.13432,,,85.33068
85.13843, 5/7/2015 11:58:02 AM,,,,,,76.03819,,,85.13843
85.13843, 5/7/2015 11:58:03 AM,,,,,,76.03819,,,85.13843
85.13843, 5/7/2015 11:58:04 AM,,,,,,76.03819,,,85.13843
85.13843, 5/7/2015 11:58:05 AM,,,,,,76.03819,,,85.13843
85.13843, 5/7/2015 11:58:06 AM,,,,,,76.03819,,,85.13843
85.13843, 5/7/2015 11:58:07 AM,,,,,,76.03819,,,85.13843
85.2666, 5/7/2015 11:58:08 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:09 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:10 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:11 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:12 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:13 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:14 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:15 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:16 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:17 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:18 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:19 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:20 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:21 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:22 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:23 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:24 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:25 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:26 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:27 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:28 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:29 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:30 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:31 AM,,,,,,75.84594,,,85.2666
85.2666, 5/7/2015 11:58:32 AM,,,,,,75.84594,,,85.2666
85.2666, 5/7/2015 11:58:33 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:34 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:35 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:36 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:37 AM,,,,,,76.03819,,,85.2666
85.2666, 5/7/2015 11:58:38 AM,,,,,,75.87798,,,85.2666
85.2666, 5/7/2015 11:58:39 AM,,,,,,75.87798,,,85.2666
85.33068, 5/7/2015 11:58:40 AM,,,,,,75.87798,,,85.33068
85.33068, 5/7/2015 11:58:41 AM,,,,,,75.87798,,,85.33068
85.33068, 5/7/2015 11:58:42 AM,,,,,,75.87798,,,85.33068
85.33068, 5/7/2015 11:58:43 AM,,,,,,75.87798,,,85.33068
85.17047, 5/7/2015 11:58:44 AM,,,,,,75.87798,,,85.17047
85.17047, 5/7/2015 11:58:45 AM,,,,,,76.00615,,,85.17047
85.17047, 5/7/2015 11:58:46 AM,,,,,,76.00615,,,85.17047
85.17047, 5/7/2015 11:58:47 AM,,,,,,76.00615,,,85.17047
85.17047, 5/7/2015 11:58:48 AM,,,,,,76.00615,,,85.17047
85.17047, 5/7/2015 11:58:49 AM,,,,,,76.00615,,,85.17047
85.45885, 5/7/2015 11:58:50 AM,,,,,,76.00615,,,85.45885
85.45885, 5/7/2015 11:58:51 AM,,,,,,76.00615,,,85.45885
85.17047, 5/7/2015 11:58:52 AM,,,,,,76.00615,,,85.17047
85.17047, 5/7/2015 11:58:53 AM,,,,,,76.00615,,,85.17047
85.17047, 5/7/2015 11:58:54 AM,,,,,,76.00615,,,85.17047
85.17047, 5/7/2015 11:58:55 AM,,,,,,76.00615,,,85.17047
85.17047, 5/7/2015 11:58:56 AM,,,,,,76.00615,,,85.17047
85.23456, 5/7/2015 11:58:57 AM,,,,,,76.00615,,,85.23456
85.23456, 5/7/2015 11:58:58 AM,,,,,,76.00615,,,85.23456
85.23456, 5/7/2015 11:58:59 AM,,,,,,76.00615,,,85.23456
85.23456, 5/7/2015 11:59:00 AM,,,,,,76.00615,,,85.23456
85.23456, 5/7/2015 11:59:01 AM,,,,,,76.00615,,,85.23456
85.23456, 5/7/2015 11:59:02 AM,,,,,,76.00615,,,85.23456
85.23456, 5/7/2015 11:59:03 AM,,,,,,76.00615,,,85.23456
85.23456, 5/7/2015 11:59:04 AM,,,,,,76.00615,,,85.23456
85.23456, 5/7/2015 11:59:05 AM,,,,,,76.00615,,,85.23456
85.23456, 5/7/2015 11:59:06 AM,,,,,,76.00615,,,85.23456
85.23456, 5/7/2015 11:59:07 AM,,,,,,76.00615,,,85.23456
85.23456, 5/7/2015 11:59:08 AM,,,,,,76.00615,,,85.23456
85.39477, 5/7/2015 11:59:09 AM,,,,,,76.00615,,,85.39477
85.39477, 5/7/2015 11:59:10 AM,,,,,,76.00615,,,85.39477
85.39477, 5/7/2015 11:59:11 AM,,,,,,76.13432,,,85.39477
85.39477, 5/7/2015 11:59:12 AM,,,,,,76.13432,,,85.39477
85.2666, 5/7/2015 11:59:13 AM,,,,,,76.13432,,,85.2666
85.10638, 5/7/2015 11:59:14 AM,,,,,,76.13432,,,85.10638
85.10638, 5/7/2015 11:59:15 AM,,,,,,76.13432,,,85.10638
85.10638, 5/7/2015 11:59:16 AM,,,,,,76.13432,,,85.10638
85.10638, 5/7/2015 11:59:17 AM,,,,,,76.13432,,,85.10638
85.33068, 5/7/2015 11:59:18 AM,,,,,,76.13432,,,85.33068
85.33068, 5/7/2015 11:59:19 AM,,,,,,76.13432,,,85.33068
85.33068, 5/7/2015 11:59:20 AM,,,,,,76.13432,,,85.33068
85.33068, 5/7/2015 11:59:21 AM,,,,,,76.13432,,,85.33068
85.33068, 5/7/2015 11:59:22 AM,,,,,,76.13432,,,85.33068
85.33068, 5/7/2015 11:59:23 AM,,,,,,76.13432,,,85.33068
85.33068, 5/7/2015 11:59:24 AM,,,,,,76.13432,,,85.33068
85.2666, 5/7/2015 11:59:25 AM,,,,,,76.13432,,,85.2666
85.2666, 5/7/2015 11:59:26 AM,,,,,,76.13432,,,85.2666
85.2666, 5/7/2015 11:59:27 AM,,,,,,76.13432,,,85.2666
85.2666, 5/7/2015 11:59:28 AM,,,,,,76.13432,,,85.2666
85.2666, 5/7/2015 11:59:29 AM,,,,,,76.13432,,,85.2666
85.2666, 5/7/2015 11:59:30 AM,,,,,,76.35863,,,85.2666
85.2666, 5/7/2015 11:59:31 AM,,,,,,76.35863,,,85.2666
85.2666, 5/7/2015 11:59:32 AM,,,,,,75.97411,,,85.2666
85.2666, 5/7/2015 11:59:33 AM,,,,,,75.97411,,,85.2666
85.2666, 5/7/2015 11:59:34 AM,,,,,,75.97411,,,85.2666
85.2666, 5/7/2015 11:59:35 AM,,,,,,76.16637,,,85.2666
85.2666, 5/7/2015 11:59:36 AM,,,,,,76.16637,,,85.2666
85.2666, 5/7/2015 11:59:37 AM,,,,,,76.16637,,,85.2666
85.2666, 5/7/2015 11:59:38 AM,,,,,,76.16637,,,85.2666
85.2666, 5/7/2015 11:59:39 AM,,,,,,76.16637,,,85.2666
85.2666, 5/7/2015 11:59:40 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:41 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:42 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:43 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:44 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:45 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:46 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:47 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:48 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:49 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:50 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:51 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:52 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:53 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:54 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:55 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:56 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:57 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:58 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 11:59:59 AM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:00 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:01 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:02 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:03 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:04 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:05 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:06 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:07 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:08 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:09 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:10 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:11 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:12 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:13 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:14 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:15 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:16 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:17 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:18 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:19 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:20 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:21 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:22 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:23 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:24 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:25 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:26 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:27 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:28 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:29 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:30 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:31 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:32 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:33 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:34 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:35 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:36 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:37 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:38 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:39 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:40 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:41 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:42 PM,,,,,,76.32658,,,85.2666
85.33068, 5/7/2015 12:00:43 PM,,,,,,76.32658,,,85.33068
85.45885, 5/7/2015 12:00:44 PM,,,,,,76.32658,,,85.45885
85.45885, 5/7/2015 12:00:45 PM,,,,,,76.32658,,,85.45885
85.2666, 5/7/2015 12:00:46 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:47 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:48 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:49 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:50 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:51 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:52 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:53 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:54 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:55 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:56 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:57 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:58 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:00:59 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:00 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:01 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:02 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:03 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:04 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:05 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:06 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:07 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:08 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:09 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:10 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:11 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:12 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:13 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:14 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:15 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:16 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:17 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:18 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:19 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:20 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:21 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:22 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:23 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:24 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:25 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:26 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:27 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:28 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:29 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:30 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:31 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:32 PM,,,,,,76.32658,,,85.2666
85.2666, 5/7/2015 12:01:33 PM,,,,,,76.32658,,,85.2666
